...1;nombre;region;provincia;comuna;hogares;hectareas;area;observaciones;año;tipo
670;Toma La Puntilla;Biobío;Concepción;Hualqui;120;9,23014449;58807,751046055;NUEVO CAMPAMENTO;NA;grandes
671;Mirador La Colina;Atacama;Copiapó;Copiapó;30;1,02942499;8085,866764995;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
672;Chacabuco;Biobío;Biobío;Laja;72;3,07484112;19472,949196985;NUEVO CAMPAMENTO;NA;grandes
674;Esperanza Juvenil;Atacama;Copiapó;Copiapó;44;1,14757340;9014,244414945;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
675;Comité de allegados Avenida Estación;Biobío;Biobío;Negrete;45;4,17257479;26196,758690540;NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR;NA;normales
677;Antiguo Til Til Bajo;Atacama;Copiapó;Copiapó;43;0,30652945;2406,767401220;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
678;Nueva América;Atacama;Copiapó;Copiapó;61;1,78095979;13990,181104310;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;grandes
679;Altamira;Atacama;Copiapó;Copiapó;152;4,03528139;31697,891260640;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;grandes
680;Los Pitufos;Metropolitana;Cordillera;San José de Maipo;35;1,83680503;12693,737678815;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
681;La Nueva Luz;Atacama;Copiapó;Copiapó;59;1,60176832;12582,401913135;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;grandes
682;Ribera Sur;Metropolitana;Chacabuco;Colina;195;3,10038933;21639,731883655;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
683;Bellavista;Atacama;Copiapó;Copiapó;51;1,53712780;12074,753001835;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;grandes
684;Juanita De Los Andes;Metropolitana;Melipilla;Curacaví;69;1,45311253;10101,186286100;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;grandes
685;Villa La Granja;Atacama;Copiapó;Copiapó;19;0,58291955;4578,989381885;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
686;Cementerio;Metropolitana;Cordillera;San José de Maipo;23;0,58829490;4065,671267090;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
687;Fraternidad;Atacama;Copiapó;Copiapó;179;6,15053808;48315,994619940;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
688;San Gabriel;Metropolitana;Cordillera;San José de Maipo;113;5,12747997;35312,458061205;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
689;El Toqui;Atacama;Copiapó;Copiapó;26;0,73938993;5808,009789130;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
690;Los Areneros;Metropolitana;Cordillera;Puente Alto;97;16,09508906;111258,504968955;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
691;Nueva Generación;Atacama;Copiapó;Copiapó;24;0,63233963;4967,057458930;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
692;SECTOR HOSPITAL;Los Lagos;Llanquihue;Puerto Montt;30;0,78632065;4421,629537495;NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR;NA;normales
693;Villa Arauco IV;Atacama;Copiapó;Copiapó;49;1,38206381;10856,327635475;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
694;Jorge Inostroza;Metropolitana;Santiago;Huechuraba;77;1,07839841;7500,626849010;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
695;Los Gavilanes;Atacama;Copiapó;Copiapó;121;3,06037806;24040,699762625;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;grandes
696;El Guerrillero;Metropolitana;Santiago;Huechuraba;35;1,61123219;11204,754516660;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
697;Central Hidroeléctrica;Metropolitana;Santiago;La Florida;17;1,79706371;12446,642911690;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
698;Las Avutardas;Aysén del General Carlos Ibáñez del Campo;Aisén;Aisén;16;0,30464499;1503,263357250;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;normales
699;Esperanza La Pérgola;Atacama;Copiapó;Copiapó;43;1,09410200;8594,364118020;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
700;Ribera Del Rio;Metropolitana;Chacabuco;Tiltil;49;3,50746884;24509,874451435;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
701;Las Quilas II;Aysén del General Carlos Ibáñez del Campo;Aisén;Aisén;83;4,85883149;23973,328330150;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
702;Comunidad Otavaleña;Atacama;Copiapó;Copiapó;16;0,57205380;4493,632224515;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
703;Galpón Municipal;Aysén del General Carlos Ibáñez del Campo;Coihaique;Coihaique;49;2,58474384;12668,557095300;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
704;Errazuriz II;Aysén del General Carlos Ibáñez del Campo;Coihaique;Coihaique;55;1,55107845;7603,138353610;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
705;Los Algarrobos;Metropolitana;Chacabuco;Tiltil;36;1,29858893;9073,665099065;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
706;Alto Copiapó;Atacama;Copiapó;Copiapó;45;1,22942946;9657,610459535;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
708;Polígono 19 - Felipe Camiroaga;Atacama;Copiapó;Copiapó;58;1,85983310;14610,111779095;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
709;Santa Luisa;Metropolitana;Santiago;La Florida;39;1,39271525;9653,350816405;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
710;Divisadero Oriente;Aysén del General Carlos Ibáñez del Campo;Coihaique;Coihaique;23;0,88042560;4315,247928180;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;normales
711;6 De Agosto;Atacama;Copiapó;Copiapó;21;0,42247219;3318,683776050;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
712;San Ignacio;Metropolitana;Santiago;Quilicura;63;3,20983284;22347,254111155;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
713;Santa Mariana;Metropolitana;Talagante;Talagante;23;0,26252851;1812,878058845;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
714;15 De Febrero;Atacama;Copiapó;Copiapó;16;0,49908781;3920,522202675;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
716;Mapochito;Metropolitana;Talagante;El Monte;22;1,25366951;8659,272894500;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
717;Nuevo Tiltil Bajo;Atacama;Copiapó;Copiapó;26;0,40430996;3174,445967755;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
719;El Taco;Metropolitana;Chacabuco;Lampa;24;2,68365389;18747,346853785;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
720;Tiltil Bajo;Atacama;Copiapó;Copiapó;11;1,12312931;8818,500795235;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
722;Pueblito La Farfana;Metropolitana;Santiago;Maipú;42;32,09402882;222636,960675550;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
723;San Antonio;Atacama;Copiapó;Tierra Amarilla;55;5,75448748;44763,987178130;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;grandes
724;Central Lo Vargas;Metropolitana;Chacabuco;Lampa;30;2,17136367;15134,140643280;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
725;Cartavio Sin Fronteras;Atacama;Copiapó;Copiapó;128;4,73358293;37185,336796305;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
726;El Baden;Metropolitana;Chacabuco;Lampa;18;0,53762019;3747,548256225;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
727;Alto Mirador;Atacama;Copiapó;Copiapó;47;1,78271585;14002,940989760;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
728;Lautaro;Magallanes y de la Antártica Chilena;Magallanes;Punta Arenas;53;6,06047157;21854,780100380;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;grandes
729;Los Aromos;Metropolitana;Chacabuco;Colina;217;11,82595769;82523,760867535;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;grandes
730;Las Lomitas I;Atacama;Copiapó;Copiapó;39;1,30651222;10262,359043245;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
731;Villa Las Etnias;Magallanes y de la Antártica Chilena;Magallanes;Punta Arenas;118;6,00209226;21642,733676625;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;grandes
732;El Arenal;Metropolitana;Cordillera;San José de Maipo;28;0,96077067;6632,147039355;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
733;Las Lomitas II;Atacama;Copiapó;Copiapó;91;5,62014124;44146,683443955;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;grandes
734;Toma Proongación Cap. Ignacio carrera Pinto;Magallanes y de la Antártica Chilena;Magallanes;Punta Arenas;45;44,57939129;160579,231702965;NUEVO CAMPAMENTO;NA;normales
735;Emergencia;Metropolitana;Cordillera;San José de Maipo;14;0,54111111;3738,422743975;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
736;Quebrada El Molle;Coquimbo;Elqui;Andacollo;22;3,89514176;28987,499847725;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
737;Pedro De Valdivia;Metropolitana;Talagante;El Monte;34;3,74185586;25841,659478985;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
738;Colonias Extranjeras;Atacama;Copiapó;Copiapó;59;2,68824211;21114,403148510;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;grandes
740;Nuevo Horizonte;Atacama;Copiapó;Copiapó;71;2,54587661;19995,823806960;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
741;Los Areneros De Pirque;Metropolitana;Cordillera;Pirque;30;0,89160077;6161,257713425;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
742;Villa La Loma;Coquimbo;Elqui;Andacollo;22;2,37616838;17679,572995110;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
743;Alto Las Colonias;Atacama;Copiapó;Copiapó;25;0,81140898;6373,313257600;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
744;Picachos Negros;Atacama;Huasco;Huasco;20;2,76643749;21307,475939285;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
745;El Yalí;Metropolitana;Melipilla;San Pedro;42;1,61404017;11092,445483385;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
747;Nueva Generación;Atacama;Huasco;Huasco;42;2,93678176;22619,137547190;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
748;Los Paltos;Metropolitana;Maipo;Buin;77;2,30927889;15943,036332135;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
749;Camino Al Mar;Coquimbo;Elqui;Coquimbo;46;1,38437845;10365,020167435;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
751;Callejón La Farfana;Metropolitana;Santiago;Maipú;77;2,94639284;20434,384923510;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
752;Vista Al Mar Y La Batea;Coquimbo;Elqui;Coquimbo;70;5,08457100;38066,609362235;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
753;Un Sueño Por Cumplir;Atacama;Copiapó;Copiapó;20;0,40426153;3175,441925555;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
754;Mujeres Unidas;Metropolitana;Maipo;Buin;37;0,14551004;1003,771360530;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
755;Sol Del Pacífico;Coquimbo;Elqui;Coquimbo;37;4,48109562;33541,947670100;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
756;Callejón Lo Martínez;Atacama;Huasco;Huasco;15;4,29517336;33076,673543100;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
757;Cancha Los Tilos Parcela 22;Metropolitana;Maipo;Calera de Tango;15;0,68535855;4739,623458110;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
758;Puntilla Norte;Coquimbo;Choapa;Illapel;25;6,17092064;44617,739133890;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
759;Callejón Martinez;Atacama;Huasco;Vallenar;44;1,99092721;15298,176582910;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
760;Cerro La Virgen;Metropolitana;Talagante;Peñaflor;51;6,31440353;43681,281130530;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
761;Tahuinco;Coquimbo;Choapa;Salamanca;35;3,54620940;25546,492511595;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
762;18 De Septiembre;Atacama;Copiapó;Copiapó;31;1,62335735;12750,784598195;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
763;Callejón San Henriquez;Metropolitana;Talagante;Talagante;23;0,12783296;883,154333575;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
765;Buenavista;Atacama;Copiapó;Copiapó;68;2,77476567;21798,148497530;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;grandes
766;Ferrocarril Talagante;Metropolitana;Talagante;Talagante;33;3,09241789;21368,937930575;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
767;Villa La Cruz;Coquimbo;Elqui;Coquimbo;24;3,35242826;25052,331697610;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
768;Chamonate Poniente;Atacama;Copiapó;Copiapó;12;2,35381132;18505,525531565;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
770;Lagunillas;Coquimbo;Limarí;Ovalle;156;22,01732741;162828,097797180;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
771;El Oasis;Atacama;Copiapó;Copiapó;51;1,24814699;9799,329496330;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;grandes
772;La Sierra;Metropolitana;Santiago;Lo Espejo;21;0,68035493;4714,443466105;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
774;El Patahu;Atacama;Copiapó;Copiapó;13;0,68275558;5363,693137240;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
775;Quebrada La Carmona;Metropolitana;Cordillera;San José de Maipo;16;0,69642766;4819,018534735;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
776;Puntilla De Barrancas;Coquimbo;Limarí;Ovalle;29;2,64883977;19571,307129050;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
777;El Progreso;Atacama;Copiapó;Copiapó;32;1,15412858;9066,326231640;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
778;Cementerio;Metropolitana;Santiago;Quilicura;21;4,08321565;28387,163033585;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
780;Gran Mirador;Atacama;Copiapó;Copiapó;40;2,08909570;16409,784259640;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
781;Las Acacias;Metropolitana;Chacabuco;Lampa;33;4,71366045;32852,220479035;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
782;Canelillo;Coquimbo;Choapa;Illapel;50;9,75820141;70410,761400305;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
783;La Greda;Atacama;Copiapó;Copiapó;34;4,55828636;35779,571104620;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
784;El Melón Esperanza;Metropolitana;Santiago;Quinta Normal;15;0,15002433;1041,983275595;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
785;Costanera Choapa;Coquimbo;Choapa;Salamanca;24;1,18202834;8515,274829630;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
786;La Nueva Hochschild;Atacama;Copiapó;Copiapó;62;4,45491786;34987,805266150;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;grandes
787;La Cruz;Metropolitana;Santiago;Quinta Normal;20;0,33747116;2343,963548470;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
788;El Consuelo Alto;Coquimbo;Choapa;Salamanca;19;1,47212775;10607,657298535;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
789;Las Colonias Internacionales;Atacama;Copiapó;Copiapó;15;1,35796199;10666,666524395;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
790;Los Arminios;Metropolitana;Santiago;Conchalí;16;0,49873617;3467,204087080;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
791;Quebrada Desierto Florido;Coquimbo;Elqui;La Serena;98;19,22048153;144070,069250455;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
792;Libertad;Atacama;Copiapó;Copiapó;22;1,16381043;9141,782013655;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
793;Condominio Buzeta;Metropolitana;Santiago;Estación Central;24;0,19007490;1318,719106725;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
794;Tierras Añañucas;Coquimbo;Elqui;La Serena;65;31,75190758;238025,963274165;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
795;Los Conquistadores;Atacama;Copiapó;Copiapó;69;4,93834903;38789,876227745;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;grandes
796;Camino Internacional;Metropolitana;Maipo;San Bernardo;13;0,73837180;5105,291613940;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
797;Milla Antu;Metropolitana;Cordillera;Puente Alto;217;2,73938276;18944,897130500;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
798;Ladera Alfalfares;Coquimbo;Elqui;La Serena;13;0,64626711;4841,485674270;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
799;Mirador 1 Alto Andacollo;Atacama;Copiapó;Copiapó;45;1,55129450;12185,637853390;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
800;Costanera;Metropolitana;Cordillera;Puente Alto;90;3,02548670;20922,220015630;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;grandes
801;Ladera Norte;Coquimbo;Elqui;La Serena;22;1,91739783;14363,364158470;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
802;Mirador De Guadalupe;Atacama;Copiapó;Copiapó;43;1,56205652;12271,008049145;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
803;Barro Y Sol;Metropolitana;Cordillera;Puente Alto;74;3,33749971;23082,390991955;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
804;El Toro;Coquimbo;Elqui;Andacollo;22;9,09232415;67634,089450315;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
805;Esperanza - Vista Hermosa;Metropolitana;Cordillera;Puente Alto;37;3,37078155;23309,149894330;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
806;Nueva Luz;Atacama;Copiapó;Copiapó;18;2,22943324;17513,197679685;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;normales
807;Subida Mina Hermosa;Coquimbo;Elqui;Andacollo;18;4,33223234;32232,036925035;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
808;Cerro La Ballena;Metropolitana;Cordillera;Puente Alto;11;0,81642624;5646,718716390;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
809;Nueva Vida;Atacama;Copiapó;Copiapó;13;0,54186966;4256,208334180;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;normales
810;San Pedro;Coquimbo;Elqui;Coquimbo;31;5,45939511;40671,557113850;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
811;San Pedro;Metropolitana;Chacabuco;Lampa;16;0,66986451;4667,832211545;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
812;05 De Abril;Atacama;Copiapó;Copiapó;27;1,10908260;8712,692855035;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
813;Cerro Chico;Coquimbo;Choapa;Salamanca;17;0,99328237;7156,180999650;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
814;Rodeo Medialuna;Metropolitana;Chacabuco;Lampa;135;5,06226066;35288,896248145;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
815;San Expedito;Atacama;Copiapó;Copiapó;11;2,71204901;21289,815978815;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;normales
816;Puerto Oscuro;Coquimbo;Choapa;Canela;33;1,10683353;8042,858378565;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
817;Nuevo Porvenir;Metropolitana;Chacabuco;Lampa;83;7,72351663;53827,187666015;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
819;Galvarino;Metropolitana;Santiago;La Florida;18;0,21169865;1467,425239295;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
820;Unidos Por Nuestros Sueños;Atacama;Copiapó;Copiapó;14;1,27156771;9989,182871185;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;normales
821;Felipe Camiroaga Colina;Metropolitana;Chacabuco;Colina;42;2,84205694;19846,694615070;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
822;Newell Kallfu;Coquimbo;Elqui;Coquimbo;26;4,29894646;32180,890931220;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
823;Quebrada De Macul II;Metropolitana;Santiago;La Florida;22;0,51711229;3584,106176495;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
